"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS"
"199",199,0,199,2008,"06461BCCNS565BI",110000316293,"BIC CONSUMER PRODUCTS MANUFACTURING CO INC","565 BIC DR","MILFORD","NEW HAVEN","CT",6461,NA,NA,41.221248,-73.101493,"NO",339,"Miscellaneous Manufacturing",NA,NA,NA,NA,NA,NA,339999,0,NA,0,0,0,1308206895330,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",24,424,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,448,0,0,0,0,0,0,0,0,448,0,NA,0.99,"BIC USA INC","128694093",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,448
"200",200,0,200,2008,"06111DVNCD681NM",110002497218,"ADVANCED ADHESIVE SYSTEMS INC","681 NORTH MOUNTAIN RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.721652,-72.717014,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325520,0,NA,0,0,0,1308206359260,"4,4'-ISOPROPYLIDENEDIPHENOL","000080057",8110,"NO","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"201",201,0,201,2008,"06795PHLSN1465M",110016705877,"PHILSON INC","1465 MAIN ST","WATERTOWN","LITCHFIELD","CT",6795,NA,NA,41.58952,-73.09989,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308206562060,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",292,639,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,0,931,0,0,0,0,0,0,37360,0,38291,0,NA,1.11,"APTARGROUP INC","805619681",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,931
"202",202,0,202,2008,"06776SCSCN7YUNG",110020515272,"SCASCO INC  - NEW MILFORD","7 YOUNGS FIELD RD","NEW MILFORD","LITCHFIELD","CT",6776,NA,NA,41.58077,-73.41781,"NO",999,"Other",NA,NA,NA,NA,NA,NA,454311,454319,454312,0,0,0,1308206406290,"TOLUENE","000108883",25452,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"SUPERIOR PLUS ENERGY SERVICES INC.",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"203",203,0,203,2008,"06497SYNTH1525S",110000621587,"FLOW POLYMERS INC.","1525 STRATFORD AVE","STRATFORD","FAIRFIELD","CT",66156438,NA,NA,41.18667,-73.13969,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,0,NA,0,0,0,1308206453930,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",24,34,42,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5446,0,5446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5546,0,0,100,0,5446,0,0,0,0,0,0,5546,0,NA,0.85,"FLOW POLYMERS INC",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5546
"204",204,1,204,2008,"06922CLRLN1BLAC",110011907062,"P&G BEAUTY INC","1 BLACHLEY RD","STAMFORD","FAIRFIELD","CT",6922,NA,NA,41.05738,-73.51588,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325620,0,NA,0,0,0,1308206361750,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",64.8,8.11,0,0,0,0,0,0,0,0,0,0,0,0,72.91,0,1692.46,1692.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.46,72.91,0,0,72.89,0,0,0,0,0,0,0,1692.46,1765.35,0,NA,0.98,"PROCTOR & GAMBLE","001316827",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,72.91
"205",205,1,205,2008,"06383FDRLPINLAN",110000316024,"FUSION PAPERBOARD - CONNECTICUT LLC","130 INLAND RD","VERSAILLES","NEW LONDON","CT",6383,NA,NA,41.623709,-72.043131,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322130,0,NA,0,0,0,1308206467920,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,500,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,500,0,0,0,0,0,0,0,0,500,0,NA,0,"FUSION PAK LLC",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,500
"206",206,1,206,2008,"06615SCHRM175GA",110011370168,"US CHROME CORP OF CONNECTICUT","175 GARFIELD AVE","STRATFORD","FAIRFIELD","CT",6615,NA,NA,41.171918,-73.148286,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,NA,0,0,0,1308206760880,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,698,0,0,1645,0,0,1645,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,698,0,0,0,1645,0,0,2343,0,NA,1.34,"US CHROME CORP","037510377",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,698
"207",207,0,207,2008,"06111DVNCD681NM",110002497218,"ADVANCED ADHESIVE SYSTEMS INC","681 NORTH MOUNTAIN RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.721652,-72.717014,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325520,0,NA,0,0,0,1308206359400,"ETHYLENE GLYCOL","000107211",24257,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"208",208,0,208,2008,"06801VNDRB31TAY",110000317586,"VANDERBILT CHEMICALS LLC","31 TAYLOR AVE","BETHEL","FAIRFIELD","CT",6801,NA,NA,41.36697,-73.41434,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,0,NA,0,0,0,1308206784850,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0019,0,NA,0.95,"RT VANDERBILT HOLDING CO INC","006991871",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"209",209,1,209,2008,"06226BRNTC1600W",110000315784,"GENERAL CABLE INDUSTRIES","1600 WEST MAIN ST","WILLIMANTIC","WINDHAM","CT",6226,NA,NA,41.72295,-72.23935,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,NA,0,0,0,1308207009620,"ANTIMONY COMPOUNDS","N010",649921,"YES","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28624,0,0,0,0,0,0,28624,0,0,0,0,3462,3462,0,0,0,0,0,0,0,0,0,0,28624,0,0,0,28624,0,0,0,0,3462,0,0,32086,0,NA,0,"GENERAL CABLE CORP","847914173",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28624
"210",210,0,210,2008,"06111DVNCD681NM",110002497218,"ADVANCED ADHESIVE SYSTEMS INC","681 NORTH MOUNTAIN RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.721652,-72.717014,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325520,0,NA,0,0,0,1308206359350,"COBALT COMPOUNDS","N096",649970,"YES","TRI","YES",1,"YES","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"211",211,0,211,2008,"06111DVNCD681NM",110002497218,"ADVANCED ADHESIVE SYSTEMS INC","681 NORTH MOUNTAIN RD","NEWINGTON","HARTFORD","CT",6111,NA,NA,41.721652,-72.717014,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325520,0,NA,0,0,0,1308206359390,"DIBUTYL PHTHALATE","000084742",10025,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"212",212,0,212,2008,"06801SLDRC6RESE",110012708908,"SEALED AIR","6 RESEARCH DR","BETHEL","FAIRFIELD","CT",6801,NA,NA,41.4227,-73.40213,"NO",326,"Plastics and Rubber",NA,NA,NA,NA,NA,NA,326111,0,NA,0,0,0,1308206402720,"DIISOCYANATES","N120",649715,"YES","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,10000,0,0,0,15900,0,NA,1.25,"SEALED AIR CORP","082663956",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"213",213,1,213,2008,"06387CMCRP51SOU",110000316033,"C&M CORP","51 S WALNUT ST","WAUREGAN","WINDHAM","CT",6387,NA,NA,41.74428,-71.91212,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,NA,0,0,0,1308206460710,"DI(2-ETHYLHEXYL) PHTHALATE","000117817",29934,"YES","TRI","NO",0,"YES","R","Pounds",0,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,135,0,0,0,0,284,284,0,0,0,0,0,0,0,0,0,0,157,0,0,23,0,135,0,0,0,284,0,0,442,0,NA,0,"C&M CORP",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,157
"214",214,1,214,2008,"06790LTKCX245EE",110003017100,"ALTEK ELECTRONICS INC","245 E ELM ST","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.80843,-73.11644,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334418,0,NA,0,0,0,1308208928070,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0.001,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0.4,0,0,0,0,0,695,0,0,695.4,0,NA,1.51,NA,NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.402
"215",215,1,215,2008,"06922CLRLN1BLAC",110011907062,"P&G BEAUTY INC","1 BLACHLEY RD","STAMFORD","FAIRFIELD","CT",6922,NA,NA,41.05738,-73.51588,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325620,0,NA,0,0,0,1308206361750,"CERTAIN GLYCOL ETHERS","N230",649541,"YES","TRI","NO",0,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001.79,54001.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54001.79,0,0,0,0,0,54001.79,0,0,0,0,0,54001.79,108003.58,0,NA,1.34,"PROCTOR & GAMBLE","001316827",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"216",216,1,216,2008,"06387CMCRP51SOU",110000316033,"C&M CORP","51 S WALNUT ST","WAUREGAN","WINDHAM","CT",6387,NA,NA,41.74428,-71.91212,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,NA,0,0,0,1308206460720,"LEAD COMPOUNDS","N420",650002,"YES","PBT","YES",1,"NO","R","Pounds",0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,0,0,0,0,1170,1170,0,0,0,0,0,0,0,0,0,0,194,0,0,71,0,123,0,0,0,1170,0,0,1364,0,NA,0,"C&M CORP",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,194
"217",217,1,217,2008,"06902GNDST72DAV",110001731154,"O&G INDUSTRIES INC","72 DAVENPORT ST","STAMFORD","FAIRFIELD","CT",6902,NA,NA,41.04072,-73.54668,"NO",327,"Nonmetallic Mineral Product",NA,NA,NA,NA,NA,NA,327320,324121,NA,0,0,0,1308206657180,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0.43,0,NA,0.62,"O & G INDUSTRIES INC","018838136",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.43
"218",218,1,218,2008,"06383FDRLPINLAN",110000316024,"FUSION PAPERBOARD - CONNECTICUT LLC","130 INLAND RD","VERSAILLES","NEW LONDON","CT",6383,NA,NA,41.623709,-72.043131,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322130,0,NA,0,0,0,1308206467920,"COPPER COMPOUNDS","N100",649491,"NO","TRI","YES",1,"NO","R","Pounds",0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,11.24,0,11.24,0,0,0,0,0,0,22.48,0,NA,0,"FUSION PAK LLC",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,500
"219",219,1,219,2008,"06902GNDST72DAV",110001731154,"O&G INDUSTRIES INC","72 DAVENPORT ST","STAMFORD","FAIRFIELD","CT",6902,NA,NA,41.04072,-73.54668,"NO",327,"Nonmetallic Mineral Product",NA,NA,NA,NA,NA,NA,327320,324121,NA,0,0,0,1308206657170,"NITRATE COMPOUNDS","N511",649616,"NO","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"O & G INDUSTRIES INC","018838136",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
