FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
701,09,011,695100,4,090116951004,Block Group 4,G5030,S,2741397.000000000000000,506752.000000000000000,+41.4325927,-072.1080167,2290,2291,1500000US090116951004,"Block Group 4, Census Tract 6951, New London County, Connecticut",1220,47,18,0,16,132,29,16,0,962,258,0,no,1220,1143,940,14,0,106,0,25,58,77,47,30,0,0,0,0,0,1,0,0,0,0,0,0,090116951004
702,09,011,695201,4,090116952014,Block Group 4,G5030,S,8458613.000000000000000,77889.000000000000000,+41.4507792,-072.1343787,2294,2295,1500000US090116952014,"Block Group 4, Census Tract 6952.01, New London County, Connecticut",1669,69,20,31,33,67,54,41,52,1302,367,0,no,1674,1615,1531,27,0,14,0,0,43,59,35,0,0,0,0,24,0,1,0,0,0,0,0,0,090116952014
703,09,011,690100,3,090116901003,Block Group 3,G5030,S,1286707.000000000000000,10774.000000000000000,+41.3705614,-072.1113188,2251,2252,1500000US090116901003,"Block Group 3, Census Tract 6901, New London County, Connecticut",1353,50,77,33,118,58,52,76,82,807,546,0,yes,2198,1935,1523,194,0,154,0,0,64,263,136,0,0,0,0,119,8,1,0,0,0,0,0,0,090116901003
704,09,011,690100,1,090116901001,Block Group 1,G5030,S,406941.000000000000000,250710.000000000000000,+41.3660938,-072.0951611,2249,2250,1500000US090116901001,"Block Group 1, Census Tract 6901, New London County, Connecticut",689,35,68,29,51,31,34,20,34,387,302,0,yes,689,487,346,66,0,21,0,6,48,202,44,21,0,0,0,116,21,1,0,0,0,0,0,0,090116901001
705,09,011,690100,2,090116901002,Block Group 2,G5030,S,513003.000000000000000,292244.000000000000000,+41.3594898,-072.0925600,2250,2251,1500000US090116901002,"Block Group 2, Census Tract 6901, New London County, Connecticut",1452,391,226,130,50,213,131,24,0,287,1165,1,yes,1464,450,130,287,0,0,0,0,33,1014,362,118,4,0,19,474,37,0,0,1,0,0,0,0,090116901002
706,09,011,690200,4,090116902004,Block Group 4,G5030,S,45077.000000000000000,0.000000000000000,+41.3778452,-072.1010768,2254,2255,1500000US090116902004,"Block Group 4, Census Tract 6902, New London County, Connecticut",143,7,0,9,0,0,0,0,0,127,16,0,no,143,121,62,17,6,0,0,9,27,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,090116902004
707,09,011,690200,1,090116902001,Block Group 1,G5030,S,348732.000000000000000,223262.000000000000000,+41.3826634,-072.1017186,2252,2253,1500000US090116902001,"Block Group 1, Census Tract 6902, New London County, Connecticut",43,15,0,0,5,0,0,2,0,21,22,1,yes,96,96,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116902001
708,09,011,690200,3,090116902003,Block Group 3,G5030,S,774746.000000000000000,16722.000000000000000,+41.3820085,-072.1090765,2253,2254,1500000US090116902003,"Block Group 3, Census Tract 6902, New London County, Connecticut",43,7,0,0,0,0,0,0,0,36,7,0,no,1064,1029,927,67,0,12,0,0,23,35,20,0,0,0,0,0,15,1,0,0,0,0,0,0,090116902003
709,09,011,690200,9,090116902009,Block Group 9,G5030,S,546879.000000000000000,561210.000000000000000,+41.3747731,-072.0976963,2255,2256,1500000US090116902009,"Block Group 9, Census Tract 6902, New London County, Connecticut",0,0,0,0,0,0,0,0,0,0,0,0,no,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116902009
710,09,011,690300,1,090116903001,Block Group 1,G5030,S,386181.000000000000000,0.000000000000000,+41.3644703,-072.1086131,2256,2257,1500000US090116903001,"Block Group 1, Census Tract 6903, New London County, Connecticut",755,0,11,0,0,0,0,7,0,737,18,0,no,806,691,539,115,24,13,0,0,0,115,33,13,0,0,0,69,0,1,0,0,0,0,0,0,090116903001
711,09,011,690300,4,090116903004,Block Group 4,G5030,S,1528104.000000000000000,0.000000000000000,+41.3621652,-072.1217524,2259,2260,1500000US090116903004,"Block Group 4, Census Tract 6903, New London County, Connecticut",1927,103,107,151,247,199,103,67,115,835,1092,1,yes,1968,1167,416,648,0,47,0,8,48,801,303,51,0,0,0,362,85,0,0,0,0,0,0,0,090116903004
712,09,011,690300,2,090116903002,Block Group 2,G5030,S,625085.000000000000000,0.000000000000000,+41.3612902,-072.1119584,2257,2258,1500000US090116903002,"Block Group 2, Census Tract 6903, New London County, Connecticut",1335,63,34,35,16,139,65,94,74,815,520,0,yes,1335,1082,875,81,18,0,0,0,108,253,163,15,0,0,0,75,0,1,0,0,0,0,0,0,090116903002
713,09,011,690300,3,090116903003,Block Group 3,G5030,S,1146609.000000000000000,0.000000000000000,+41.3511177,-072.1154618,2258,2259,1500000US090116903003,"Block Group 3, Census Tract 6903, New London County, Connecticut",2173,105,42,168,196,91,156,6,91,1318,855,0,yes,2183,1691,941,546,0,27,0,0,177,492,173,77,0,10,0,178,54,0,0,0,0,0,0,0,090116903003
714,09,011,690400,1,090116904001,Block Group 1,G5030,S,234335.000000000000000,0.000000000000000,+41.3571808,-072.1087188,2260,2261,1500000US090116904001,"Block Group 1, Census Tract 6904, New London County, Connecticut",827,25,13,0,0,79,27,0,13,670,157,0,no,827,585,416,121,7,0,0,7,34,242,71,46,13,0,0,89,23,1,0,0,0,0,0,0,090116904001
715,09,011,690400,2,090116904002,Block Group 2,G5030,S,255629.000000000000000,0.000000000000000,+41.3525287,-072.1067910,2261,2262,1500000US090116904002,"Block Group 2, Census Tract 6904, New London County, Connecticut",1009,136,58,142,32,58,56,5,71,451,558,1,yes,1013,594,182,279,11,33,0,0,89,419,123,28,0,0,0,229,39,0,0,0,0,0,0,0,090116904002
716,09,011,690500,2,090116905002,Block Group 2,G5030,S,307690.000000000000000,0.000000000000000,+41.3530294,-072.1016548,2263,2264,1500000US090116905002,"Block Group 2, Census Tract 6905, New London County, Connecticut",1366,126,84,89,93,31,184,30,15,714,652,0,yes,1373,1114,449,473,0,5,0,31,156,259,122,21,0,0,0,93,23,0,0,0,0,0,0,0,090116905002
717,09,011,690500,1,090116905001,Block Group 1,G5030,S,262941.000000000000000,0.000000000000000,+41.3588939,-072.1024158,2262,2263,1500000US090116905001,"Block Group 1, Census Tract 6905, New London County, Connecticut",577,41,0,77,49,105,6,0,11,288,289,1,yes,577,527,373,136,0,0,0,0,18,50,0,0,0,0,0,38,12,1,0,0,0,0,0,0,090116905001
718,09,011,690700,1,090116907001,Block Group 1,G5030,S,444738.000000000000000,60494.000000000000000,+41.3463945,-072.1007382,2265,2266,1500000US090116907001,"Block Group 1, Census Tract 6907, New London County, Connecticut",668,71,7,5,21,46,51,0,15,452,216,0,yes,668,607,372,134,13,22,0,14,52,61,50,0,0,0,0,11,0,1,0,0,0,0,0,0,090116907001
719,09,011,690700,2,090116907002,Block Group 2,G5030,S,564502.000000000000000,892362.000000000000000,+41.3434754,-072.0933418,2266,2267,1500000US090116907002,"Block Group 2, Census Tract 6907, New London County, Connecticut",544,97,0,6,38,0,8,20,64,311,233,0,yes,544,420,315,40,0,6,0,38,21,124,100,0,0,0,0,24,0,1,0,0,0,0,0,0,090116907002
720,09,011,690800,1,090116908001,Block Group 1,G5030,S,382860.000000000000000,0.000000000000000,+41.3447105,-072.1085681,2267,2268,1500000US090116908001,"Block Group 1, Census Tract 6908, New London County, Connecticut",1294,64,32,77,159,89,123,16,23,711,583,0,yes,1331,1120,729,310,7,0,0,0,74,211,57,15,0,0,0,25,114,1,0,0,0,0,0,0,090116908001
721,09,011,690800,3,090116908003,Block Group 3,G5030,S,465340.000000000000000,0.000000000000000,+41.3362365,-072.1075578,2269,2270,1500000US090116908003,"Block Group 3, Census Tract 6908, New London County, Connecticut",910,91,34,7,23,27,12,13,61,642,268,0,no,1104,1006,724,184,0,29,0,0,69,98,25,19,0,0,0,54,0,1,0,0,0,0,0,0,090116908003
722,09,011,690800,2,090116908002,Block Group 2,G5030,S,389365.000000000000000,0.000000000000000,+41.3389413,-072.1043803,2268,2269,1500000US090116908002,"Block Group 2, Census Tract 6908, New London County, Connecticut",837,19,0,0,26,6,56,0,59,671,166,0,no,850,724,491,171,7,7,0,13,35,126,47,0,0,0,0,34,45,1,0,0,0,0,0,0,090116908002
723,09,011,690900,1,090116909001,Block Group 1,G5030,S,1471969.000000000000000,1191783.000000000000000,+41.3302282,-072.0959536,2270,2271,1500000US090116909001,"Block Group 1, Census Tract 6909, New London County, Connecticut",2859,79,48,103,17,22,211,24,60,2295,564,0,no,3186,2995,2466,232,13,152,0,33,99,191,132,41,0,0,0,18,0,1,0,0,0,0,0,0,090116909001
724,09,011,690900,3,090116909003,Block Group 3,G5030,S,869716.000000000000000,8185792.000000000000000,+41.3099060,-072.0958604,2272,2273,1500000US090116909003,"Block Group 3, Census Tract 6909, New London County, Connecticut",845,53,14,0,11,10,13,0,27,717,128,0,no,845,845,825,10,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116909003
725,09,011,690900,2,090116909002,Block Group 2,G5030,S,888249.000000000000000,842507.000000000000000,+41.3197018,-072.0917486,2271,2272,1500000US090116909002,"Block Group 2, Census Tract 6909, New London County, Connecticut",910,25,6,3,3,34,0,0,11,828,82,0,no,913,863,808,32,0,0,0,0,23,50,0,0,0,0,0,50,0,1,0,0,0,0,0,0,090116909002
726,09,011,707100,2,090117071002,Block Group 2,G5030,S,86566603.000000000000000,1361894.000000000000000,+41.4878066,-071.8824384,2384,2385,1500000US090117071002,"Block Group 2, Census Tract 7071, New London County, Connecticut",2104,61,5,29,4,63,116,14,12,1800,304,0,no,2145,2104,1996,7,40,12,0,0,49,41,41,0,0,0,0,0,0,1,0,0,0,0,0,0,090117071002
727,09,011,707100,3,090117071003,Block Group 3,G5030,S,32335549.000000000000000,144007.000000000000000,+41.4413161,-071.8342017,2385,2386,1500000US090117071003,"Block Group 3, Census Tract 7071, New London County, Connecticut",1477,21,33,8,52,34,0,15,13,1301,176,0,no,1477,1453,1427,5,0,0,0,0,21,24,9,15,0,0,0,0,0,1,0,0,0,0,0,0,090117071003
728,09,011,707100,1,090117071001,Block Group 1,G5030,S,21599710.000000000000000,362335.000000000000000,+41.4422740,-071.9263012,2383,2384,1500000US090117071001,"Block Group 1, Census Tract 7071, New London County, Connecticut",1359,22,47,10,14,0,49,0,15,1202,157,0,no,1369,1345,1205,0,75,20,0,10,35,24,17,0,0,0,0,0,7,1,0,0,0,0,0,0,090117071001
729,09,011,696100,9,090116961009,Block Group 9,G5030,S,2502543.000000000000000,143462.000000000000000,+41.5959958,-072.0602378,2302,2303,1500000US090116961009,"Block Group 9, Census Tract 6961, New London County, Connecticut",775,28,35,0,32,7,0,0,33,640,135,0,no,775,775,671,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116961009
730,09,011,696100,1,090116961001,Block Group 1,G5030,S,3734572.000000000000000,342561.000000000000000,+41.5782430,-072.0566268,2299,2300,1500000US090116961001,"Block Group 1, Census Tract 6961, New London County, Connecticut",1326,57,14,51,25,0,77,35,18,1049,277,0,no,1326,1271,1229,14,0,0,0,0,28,55,9,0,0,0,0,46,0,1,0,0,0,0,0,0,090116961001
731,09,011,696100,3,090116961003,Block Group 3,G5030,S,1077677.000000000000000,36370.000000000000000,+41.5634172,-072.0516313,2301,2302,1500000US090116961003,"Block Group 3, Census Tract 6961, New London County, Connecticut",1319,44,111,97,10,30,46,0,66,915,404,0,yes,1333,1245,1109,43,0,7,0,9,77,88,37,0,0,0,0,51,0,1,0,0,0,0,0,0,090116961003
732,09,011,696100,2,090116961002,Block Group 2,G5030,S,976520.000000000000000,0.000000000000000,+41.5651519,-072.0596399,2300,2301,1500000US090116961002,"Block Group 2, Census Tract 6961, New London County, Connecticut",1075,100,6,48,0,34,27,37,51,772,303,0,no,1085,1021,1007,14,0,0,0,0,0,64,19,0,12,0,0,33,0,1,0,0,0,0,0,0,090116961002
733,09,011,696200,3,090116962003,Block Group 3,G5030,S,5622058.000000000000000,3034.000000000000000,+41.5705419,-072.1073955,2304,2305,1500000US090116962003,"Block Group 3, Census Tract 6962, New London County, Connecticut",928,50,0,19,16,17,98,0,0,728,200,0,no,928,878,791,16,32,0,0,0,39,50,4,0,0,0,0,9,37,1,0,0,0,0,0,0,090116962003
734,09,011,696200,1,090116962001,Block Group 1,G5030,S,11073563.000000000000000,451405.000000000000000,+41.5826439,-072.0942044,2303,2304,1500000US090116962001,"Block Group 1, Census Tract 6962, New London County, Connecticut",894,19,6,29,63,17,19,0,21,720,174,0,no,914,914,805,0,0,72,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116962001
735,09,011,696200,4,090116962004,Block Group 4,G5030,S,3957200.000000000000000,0.000000000000000,+41.5466962,-072.1275400,2305,2306,1500000US090116962004,"Block Group 4, Census Tract 6962, New London County, Connecticut",1085,0,0,0,7,6,52,37,8,975,110,0,no,1092,1084,1059,14,0,11,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,090116962004
736,09,011,696200,5,090116962005,Block Group 5,G5030,S,6605492.000000000000000,0.000000000000000,+41.5224864,-072.1247942,2306,2307,1500000US090116962005,"Block Group 5, Census Tract 6962, New London County, Connecticut",1026,6,8,16,0,0,21,0,38,937,89,0,no,1039,1028,963,6,0,50,0,0,9,11,0,0,0,0,0,0,11,1,0,0,0,0,0,0,090116962005
737,09,011,696300,2,090116963002,Block Group 2,G5030,S,6245398.000000000000000,430817.000000000000000,+41.5681224,-072.0835597,2308,2309,1500000US090116963002,"Block Group 2, Census Tract 6963, New London County, Connecticut",1413,6,4,5,31,87,52,35,68,1125,288,0,no,1522,1496,1424,38,0,14,0,0,20,26,0,0,0,0,0,20,6,1,0,0,0,0,0,0,090116963002
738,09,011,696300,1,090116963001,Block Group 1,G5030,S,2866516.000000000000000,0.000000000000000,+41.5526864,-072.0786571,2307,2308,1500000US090116963001,"Block Group 1, Census Tract 6963, New London County, Connecticut",1125,12,0,7,0,31,39,0,7,1029,96,0,no,1133,1053,1043,6,0,0,0,0,4,80,9,8,0,0,0,27,36,1,0,0,0,0,0,0,090116963001
739,09,011,696400,6,090116964006,Block Group 6,G5030,S,2920720.000000000000000,7454.000000000000000,+41.5444267,-072.0630531,2313,2314,1500000US090116964006,"Block Group 6, Census Tract 6964, New London County, Connecticut",1366,16,9,21,76,53,72,13,103,1003,363,0,no,1366,1366,1206,64,0,0,0,27,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090116964006
740,09,011,696400,1,090116964001,Block Group 1,G5030,S,1203875.000000000000000,409935.000000000000000,+41.5491802,-072.0504853,2309,2310,1500000US090116964001,"Block Group 1, Census Tract 6964, New London County, Connecticut",1210,21,30,0,60,59,185,29,35,791,419,0,yes,1210,1132,913,145,0,60,0,0,14,78,18,0,0,0,0,39,21,1,0,0,0,0,0,0,090116964001
741,09,011,696400,2,090116964002,Block Group 2,G5030,S,245252.000000000000000,0.000000000000000,+41.5387408,-072.0548762,2310,2311,1500000US090116964002,"Block Group 2, Census Tract 6964, New London County, Connecticut",721,42,39,97,18,15,38,0,27,445,276,0,yes,721,637,443,18,81,11,0,0,84,84,68,0,0,0,0,0,16,1,0,0,0,0,0,0,090116964002
742,09,011,696400,3,090116964003,Block Group 3,G5030,S,383138.000000000000000,0.000000000000000,+41.5335874,-072.0601088,2311,2312,1500000US090116964003,"Block Group 3, Census Tract 6964, New London County, Connecticut",963,102,29,122,0,48,0,0,15,647,316,0,yes,963,767,632,42,60,0,0,0,33,196,0,154,0,0,0,42,0,1,0,0,0,0,0,0,090116964003
743,09,011,696400,5,090116964005,Block Group 5,G5030,S,559600.000000000000000,0.000000000000000,+41.5355922,-072.0676689,2312,2313,1500000US090116964005,"Block Group 5, Census Tract 6964, New London County, Connecticut",1001,55,118,9,29,6,115,7,0,662,339,0,yes,1015,977,828,64,0,0,0,76,9,38,38,0,0,0,0,0,0,1,0,0,0,0,0,0,090116964005
744,09,011,696500,1,090116965001,Block Group 1,G5030,S,1748626.000000000000000,57874.000000000000000,+41.5410708,-072.0748515,2314,2315,1500000US090116965001,"Block Group 1, Census Tract 6965, New London County, Connecticut",1304,59,17,73,47,34,116,20,15,923,381,0,no,1304,1247,1132,42,10,24,0,0,39,57,13,12,0,0,0,23,9,1,0,0,0,0,0,0,090116965001
745,09,011,696500,3,090116965003,Block Group 3,G5030,S,628157.000000000000000,15392.000000000000000,+41.5388400,-072.0889353,2316,2317,1500000US090116965003,"Block Group 3, Census Tract 6965, New London County, Connecticut",767,35,12,5,67,8,34,0,25,581,186,0,no,767,725,670,7,0,25,0,0,23,42,0,0,0,0,0,14,28,1,0,0,0,0,0,0,090116965003
746,09,011,696500,2,090116965002,Block Group 2,G5030,S,444778.000000000000000,10067.000000000000000,+41.5328738,-072.0840476,2315,2316,1500000US090116965002,"Block Group 2, Census Tract 6965, New London County, Connecticut",864,25,14,30,10,50,14,16,0,705,159,0,no,870,835,787,14,6,15,0,0,13,35,24,0,0,7,0,0,4,1,0,0,0,0,0,0,090116965002
747,09,011,701100,2,090117011002,Block Group 2,G5030,S,14379814.000000000000000,591302.000000000000000,+41.4232517,-072.0065520,2332,2333,1500000US090117011002,"Block Group 2, Census Tract 7011, New London County, Connecticut",1075,0,31,0,0,33,20,0,13,978,97,0,no,1075,1047,976,12,0,0,0,23,36,28,0,0,0,0,0,13,15,1,0,0,0,0,0,0,090117011002
748,09,011,701100,1,090117011001,Block Group 1,G5030,S,30697358.000000000000000,0.000000000000000,+41.4663916,-072.0014516,2331,2332,1500000US090117011001,"Block Group 1, Census Tract 7011, New London County, Connecticut",2208,13,0,20,21,50,11,9,0,2084,124,0,no,2208,2168,1768,67,252,55,0,0,26,40,35,0,0,0,0,5,0,1,0,0,0,0,0,0,090117011001
749,09,011,701100,5,090117011005,Block Group 5,G5030,S,8445536.000000000000000,412796.000000000000000,+41.4036897,-072.0029647,2335,2336,1500000US090117011005,"Block Group 5, Census Tract 7011, New London County, Connecticut",1117,0,0,42,8,12,31,0,0,1024,93,0,no,1117,1117,1055,0,0,26,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090117011005
750,09,011,701100,3,090117011003,Block Group 3,G5030,S,514972.000000000000000,0.000000000000000,+41.4319965,-071.9783770,2333,2334,1500000US090117011003,"Block Group 3, Census Tract 7011, New London County, Connecticut",815,37,15,0,0,13,30,0,6,714,101,0,no,836,805,694,0,0,76,0,0,35,31,31,0,0,0,0,0,0,1,0,0,0,0,0,0,090117011003
751,09,011,701200,3,090117012003,Block Group 3,G5030,S,17213156.000000000000000,697895.000000000000000,+41.4183970,-072.0540603,2338,2339,1500000US090117012003,"Block Group 3, Census Tract 7012, New London County, Connecticut",4047,47,15,34,6,49,102,45,66,3683,364,0,no,4047,3972,3693,68,7,92,0,0,112,75,75,0,0,0,0,0,0,1,0,0,0,0,0,0,090117012003
752,09,011,702202,2,090117022022,Block Group 2,G5030,S,6570621.000000000000000,162902.000000000000000,+41.3892197,-072.0637602,2344,2345,1500000US090117022022,"Block Group 2, Census Tract 7022.02, New London County, Connecticut",1716,24,46,29,56,145,279,120,28,989,727,0,yes,1716,1531,1326,154,0,8,0,8,35,185,76,0,0,0,0,89,20,1,0,0,0,0,0,0,090117022022
753,09,011,701200,1,090117012001,Block Group 1,G5030,S,4171979.000000000000000,202165.000000000000000,+41.4727874,-072.0530636,2336,2337,1500000US090117012001,"Block Group 1, Census Tract 7012, New London County, Connecticut",1109,53,12,19,47,56,0,49,29,844,265,0,no,1138,1099,1013,31,16,8,0,0,31,39,0,0,0,0,0,39,0,1,0,0,0,0,0,0,090117012001
754,09,011,701200,2,090117012002,Block Group 2,G5030,S,4901089.000000000000000,1278198.000000000000000,+41.4486019,-072.0708261,2337,2338,1500000US090117012002,"Block Group 2, Census Tract 7012, New London County, Connecticut",944,24,25,22,0,39,7,38,0,789,155,0,no,944,922,870,13,7,17,0,0,15,22,0,0,0,0,0,8,14,1,0,0,0,0,0,0,090117012002
755,09,011,690500,3,090116905003,Block Group 3,G5030,S,398080.000000000000000,398073.000000000000000,+41.3518862,-072.0956131,2264,2265,1500000US090116905003,"Block Group 3, Census Tract 6905, New London County, Connecticut",442,71,7,37,35,34,38,0,24,196,246,1,yes,479,428,282,129,0,11,0,0,6,51,14,6,0,0,0,6,25,1,0,0,0,0,0,0,090116905003
756,09,011,696600,1,090116966001,Block Group 1,G5030,S,3926949.000000000000000,42484.000000000000000,+41.5243502,-072.1019084,2317,2318,1500000US090116966001,"Block Group 1, Census Tract 6966, New London County, Connecticut",2181,46,58,29,79,95,135,72,76,1591,590,0,no,2190,2141,1821,163,0,29,0,7,121,49,26,3,0,0,0,5,15,1,0,0,0,0,0,0,090116966001
757,09,011,696600,9,090116966009,Block Group 9,G5030,S,2661222.000000000000000,0.000000000000000,+41.5336200,-072.1082450,2319,2320,1500000US090116966009,"Block Group 9, Census Tract 6966, New London County, Connecticut",559,13,0,0,0,43,6,0,0,497,62,0,no,568,548,516,0,0,8,6,0,18,20,20,0,0,0,0,0,0,1,0,0,0,0,0,0,090116966009
758,09,011,696600,2,090116966002,Block Group 2,G5030,S,1285443.000000000000000,0.000000000000000,+41.5063429,-072.1087631,2318,2319,1500000US090116966002,"Block Group 2, Census Tract 6966, New London County, Connecticut",941,7,15,0,24,38,36,13,33,775,166,0,no,941,879,758,15,0,76,0,0,30,62,4,0,0,0,0,58,0,1,0,0,0,0,0,0,090116966002
759,09,011,696700,2,090116967002,Block Group 2,G5030,S,873495.000000000000000,0.000000000000000,+41.5176184,-072.0893541,2321,2322,1500000US090116967002,"Block Group 2, Census Tract 6967, New London County, Connecticut",1761,109,46,55,55,25,114,15,28,1314,447,0,no,1787,1610,1237,210,89,26,0,0,48,177,71,0,0,0,0,77,29,1,0,0,0,0,0,0,090116967002
760,09,011,696700,1,090116967001,Block Group 1,G5030,S,2099875.000000000000000,690025.000000000000000,+41.4987056,-072.0847053,2320,2321,1500000US090116967001,"Block Group 1, Census Tract 6967, New London County, Connecticut",1529,111,68,78,65,152,37,33,10,975,554,0,yes,1542,1470,1260,93,40,0,0,0,77,72,11,0,0,0,0,61,0,1,0,0,0,0,0,0,090116967001
761,09,011,696700,4,090116967004,Block Group 4,G5030,S,1787630.000000000000000,5956.000000000000000,+41.5109310,-072.0970225,2322,2323,1500000US090116967004,"Block Group 4, Census Tract 6967, New London County, Connecticut",2153,115,133,113,156,157,186,111,142,1040,1113,1,yes,2191,1935,1474,281,5,28,0,49,98,256,137,0,0,0,0,77,42,1,0,0,0,0,0,0,090116967004
