"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"189",190,0,190,2016,"06382STNCN125DE",110043644385,"WESTROCK CP LLC","125 DEPOT RD","UNCASVILLE","NEW LONDON","CT",6382,NA,NA,41.43539,-72.09902,"NO",322,"Paper",NA,NA,NA,NA,NA,NA,322130,0,0,0,0,0,1316215498400,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171,0,0,0.00171,0,0,0,0,0,0,0,0,0.00171,0,"PRODUCTION",1,"WESTROCK CO","079878374",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00171,"no"
"190",191,1,191,2016,"0679WLTKLC89CMM",110043081679,"ALTEK ELECTRONICS INC","89 COMMERCIAL BLVD","TORRINGTON","LITCHFIELD","CT",6790,NA,NA,41.82497,-73.10514,"NO",334,"Computers and Electronic Products",NA,NA,NA,NA,NA,NA,334418,0,0,0,0,0,1316215627740,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0.001,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2588,0,0,0,2588,0,0,0,0,0,0,0,0,0,0,0.071,0,0,0.071,0,0,0,0,0,2588,0,0,2588.071,0,"PRODUCTION",1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.071,"no"
"191",192,1,192,2016,"0678WFJCSR15CNT",110059280709,"FJC SERVICES LLC","15 CONTAINER DR","TERRYVILLE","LITCHFIELD","CT",6786,NA,NA,41.69172,-73.02649,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215653850,"TRICHLOROETHYLENE","000079016",7526,"YES","TRI","NO",0,"YES","R","Pounds",19680,0,0,0,0,0,0,0,0,0,0,0,0,0,19680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276,0,2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21956,0,0,19680,0,2276,0,0,18243,0,0,0,40199,0,"ACTIVITY",1.75,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21956,"no"
"192",193,0,193,2016,"06430RGRSCMILLA",110000607978,"SUMITOMO BAKELITE NA INC","24 MILL ST","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.79708,-72.51701,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325991,0,0,0,0,0,1316215316000,"PHENOL","000108952",25510,"YES","TRI","NO",0,"NO","R","Pounds",0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,160,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,11,133,160,0,0,925,0,0,0,1229,0,"PRODUCTION",0.96,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,304,"no"
"193",194,0,194,2016,"06804PHRMC58VAL",110000317595,"PHARMCO PRODUCTS","58 VALE RD","BROOKFIELD","FAIRFIELD","CT",6804,NA,NA,41.43406,-73.39916,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325193,325199,0,0,0,0,1316215699920,"XYLENE (MIXED ISOMERS)","001330207",84970,"YES","TRI","NO",0,"NO","R","Pounds",3.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.7,0,571.7,4.8,0,0,4.8,0,0,0,0,0,0,0,571.7,576.5,0,"PRODUCTION",1.01,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.8,"no"
"194",195,0,195,2016,"06457MDDLT1866R",110000316266,"MIDDLETOWN STATION","1866 RIVER RD","MIDDLETOWN","MIDDLESEX","CT",6457,NA,NA,41.554782,-72.58358,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,0,0,0,0,1316215146690,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",0,24712,446,0,0,0,0,0,0,0,0,0,0,0,25158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25158,0,0,25158,0,0,0,0,0,0,32929,0,58087,0,"PRODUCTION",0.63,"NRG ENERGY INC","793422213",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25158,"no"
"195",196,1,196,2016,"06706SMRST215PI",110033642547,"GBC METALS LLC SOMERS THIN STRIP","215 PIEDMONT ST","WATERBURY","NEW HAVEN","CT",6706,NA,NA,41.534338,-73.032406,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,332813,331491,0,0,0,1316215593260,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,180069,0,0,0,180069,0,0,0,0,0,0,0,0,0,0,38.2,0,0,1.2,0,37,0,0,0,180069,0,0,180107.2,0,"PRODUCTION",0.73,"GLOBAL BRASS & COPPER INC","808499920",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,38.2,"no"
"196",197,0,197,2016,"06430RGRSCMILLA",110000607978,"SUMITOMO BAKELITE NA INC","24 MILL ST","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.79708,-72.51701,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325991,0,0,0,0,0,1316215316010,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,7,1062,0,0,0,7396,0,0,0,8465,0,"PRODUCTION",0.96,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1069,"no"
"197",198,0,198,2016,"06488RMNTC1200M",110000316569,"ROMATIC MANUFACTURING CO INC","1200 MAIN ST S","SOUTHBURY","NEW HAVEN","CT",6488,NA,NA,41.45483,-73.24233,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332119,0,0,0,0,0,1316215542760,"TRICHLOROETHYLENE","000079016",7526,"YES","TRI","NO",0,"YES","R","Pounds",11244,3434,0,0,0,0,0,0,0,0,0,0,0,0,14678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15953,0,0,14678,0,1275,0,0,18263,0,0,0,34216,0,"ACTIVITY",0.73,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15953,"no"
"198",199,0,199,2016,"06340GNRLD75EAS",110011370729,"ELECTRIC BOAT CORP","75 EASTERN POINT RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.350542,-72.082559,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336611,0,0,0,0,0,1316215164540,"CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090",649475,"YES","TRI","YES",1,"NO","R","Pounds",5,0,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47166,0,0,0,47166,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,47166,0,0,47182,0,"PRODUCTION",1,"GENERAL DYNAMICS CORP","001381284",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,"no"
"199",200,0,200,2016,"06340GNRLD75EAS",110011370729,"ELECTRIC BOAT CORP","75 EASTERN POINT RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.350542,-72.082559,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336611,0,0,0,0,0,1316215164550,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",8,0,8.74,0,0,0,0,0,0,0,0,0,0,0,16.74,0,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,0,89855,0,0,0,89855,0,0,0,0,0,0,0,0,0,0,1220.74,0,0,16.74,0,1204,0,0,0,89855,0,0,91075.74,0,"PRODUCTION",1,"GENERAL DYNAMICS CORP","001381284",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1220.74,"no"
"200",201,0,201,2016,"0609WLGNQN26CAN",110024519001,"ALGONQUIN POWER WINDSOR LOCKS LLC","26 CANAL BANK RD","WINDSOR LOCKS","HARTFORD","CT",6096,NA,NA,41.930031,-72.62676,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,0,0,0,0,1316215499550,"AMMONIA","007664417",152389,"NO","TRI","NO",0,"NO","R","Pounds",250,3663,0,0,0,0,0,0,0,0,0,0,0,0,3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3913,0,0,3913,0,0,0,0,0,0,0,0,3913,0,"PRODUCTION",1.03,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3913,"no"
"201",202,1,202,2016,"06704DVNCD1875T",110000317112,"LUVATA WATERBURY INC","2121 THOMASTON AVE SUITE 1 -","WATERBURY","NEW HAVEN","CT",6704,NA,NA,41.593458,-73.055978,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,335929,332618,0,0,0,1316215450530,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",5,52,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,27013,0,0,0,0,0,0,0,0,0,0,0,0,27013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27070,0,0,57,27013,0,0,0,0,0,7143,0,34213,0,"PRODUCTION",1.45,"LUVATA FABRICATION NA INC","041334514",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27070,"no"
"202",203,1,203,2016,"06706SMRST215PI",110033642547,"GBC METALS LLC SOMERS THIN STRIP","215 PIEDMONT ST","WATERBURY","NEW HAVEN","CT",6706,NA,NA,41.534338,-73.032406,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,332813,331491,0,0,0,1316215593260,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",0,0,10.64,0,0,0,0,0,0,0,0,0,0,0,10.64,6.848,0,6.848,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.848,0,3049.9,0,0,0,3049.9,0,0,0,0,0,0,0,0,0,0,527.488,0,0,10.64,4.51968,512.32832,0,0,0,3049.9,0,0,3577.388,0,"PRODUCTION",0.73,"GLOBAL BRASS & COPPER INC","808499920",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,527.488,"no"
"203",204,1,204,2016,"06706SMRST215PI",110033642547,"GBC METALS LLC SOMERS THIN STRIP","215 PIEDMONT ST","WATERBURY","NEW HAVEN","CT",6706,NA,NA,41.534338,-73.032406,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,332813,331491,0,0,0,1316215593230,"DICHLOROMETHANE","000075092",5306,"YES","TRI","NO",0,"YES","R","Pounds",14442.79,50549.76,0,0,0,0,0,0,0,0,0,0,0,0,64992.55,0.176445,0.215655,0.3921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176445,0,0,0,0,0,0,0,0,0,0,1840.5,0,0,0,0,1840.715655,64992.726445,0,0,64992.55,0.003921,0.172524,0,0,7221.39,0,0,1840.715655,74054.8321,0,"PRODUCTION",1,"GLOBAL BRASS & COPPER INC","808499920",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,64992.726445,"no"
"204",205,1,205,2016,"06706SMRST215PI",110033642547,"GBC METALS LLC SOMERS THIN STRIP","215 PIEDMONT ST","WATERBURY","NEW HAVEN","CT",6706,NA,NA,41.534338,-73.032406,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,332813,331491,0,0,0,1316215593220,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,8.349,0,0,0,0,0,0,0,0,0,0,0,8.349,1.482,0,1.482,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622.482,0,1045424,0,0,0,1045424,0,0,0,0,0,0,0,0,0,0,2630.831,0,0,8.349,1.06704,2621.41496,0,0,0,1045424,0,0,1048054.831,0,"PRODUCTION",0.73,"GLOBAL BRASS & COPPER INC","808499920",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2630.831,"no"
"205",206,1,206,2016,"06241NTNLPBOX41",110002089061,"WINCHESTER INTERCONNECT CM CORP","349 LAKE RD","DAYVILLE","WINDHAM","CT",6241,NA,NA,41.86664,-71.90115,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,923110,0,0,0,0,1316215820220,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400091,400091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400091,0,0,400091,0,"PRODUCTION",0.9,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"206",207,0,207,2016,"06340GNRLD75EAS",110011370729,"ELECTRIC BOAT CORP","75 EASTERN POINT RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.350542,-72.082559,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336611,0,0,0,0,0,1316215164560,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",46.18,0,43,0,0,0,0,0,0,0,0,0,0,0,89.18,0.87,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,40395,0,0,0,40395,0,0,0,0,0,0,0,0,0,0,90.05,0,0,89.18,0.3306,0.5394,0,0,0,40395,0,0,40485.05,0,"PRODUCTION",1,"GENERAL DYNAMICS CORP","001381284",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,90.05,"no"
"207",208,0,208,2016,"06457MDDLT1866R",110000316266,"MIDDLETOWN STATION","1866 RIVER RD","MIDDLETOWN","MIDDLESEX","CT",6457,NA,NA,41.554782,-72.58358,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,0,0,0,0,1316215146720,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,35.7,35.7,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,35.7,0,0.1,0,0,35.9,0,"PRODUCTION",0.63,"NRG ENERGY INC","793422213",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,"no"
"208",209,0,209,2016,"06023STNCH401BE",110000491959,"STANCHEM INC","401 BERLIN ST","EAST BERLIN","HARTFORD","CT",6023,NA,NA,41.62,-72.713889,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325510,325520,0,0,0,0,1316215177340,"VINYL ACETATE","000108054",24828,"YES","TRI","NO",0,"YES","R","Pounds",250,5,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,1458,255,0,0,255,0,0,0,0,0,0,3243,1458,4956,0,"PRODUCTION",1.06,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,255,"no"
